x,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
62,Darren Young is an LGBT activist. Read why he's saying #NoThanks to separation. http://t.co/LYwLeO3ftu #indyref,FALSE,50,NA,2014-09-15 20:14,FALSE,NA,5.12E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,72,FALSE,FALSE,NA,NA
63,RT @KaindeManji: Just a handful of the many volunteers we've got out working hard for a no vote in #stirling today. #NoThanks http://t.co/Q_,FALSE,0,NA,2014-09-15 19:36,FALSE,NA,5.12E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,85,TRUE,FALSE,NA,NA
64,"RT @lisab7us: And then there was 6pm. What a solid, fantastic, awe-inspiring day of canvassing! #indyref #nothanks #allwedoiswin http://t.c_",FALSE,0,NA,2014-09-15 19:36,FALSE,NA,5.12E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,53,TRUE,FALSE,NA,NA
65,RT @Craigmiller1986: Super @UK_Together team in Tullibody this evening promoting a #nothanks vote on Thursday. Excellent results. http://t._,FALSE,0,NA,2014-09-15 19:36,FALSE,NA,5.12E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,56,TRUE,FALSE,NA,NA
66,Amazing rally going on in Trafalgar Sq. The plea to us from the rest of the UK family? Please don't go! #indyref http://t.co/i1m12QyImJ,FALSE,693,NA,2014-09-15 17:43,FALSE,NA,5.12E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,1266,FALSE,FALSE,NA,NA
67,WATCH - Richard Branson talks referendum and his hope that there is a No vote on Thursday. http://t.co/XfIrjmVxTX #indyref,FALSE,72,NA,2014-09-15 16:54,FALSE,NA,5.12E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,104,FALSE,FALSE,NA,NA
68,Scholar David Miles tells his incredible story here &amp; says that he is voting No to preserve the NHS. http://t.co/aZnMMkQlFb #indyref,FALSE,30,NA,2014-09-15 13:23,FALSE,NA,5.12E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,58,FALSE,FALSE,NA,NA
69,RT @Margaret_Curran: Great response on the doors with big group of #nothanks activists in Barrhead http://t.co/Nqk6MkNZOM,FALSE,0,NA,2014-09-15 12:00,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,114,TRUE,FALSE,NA,NA
70,"RT @UKWorkTogether: Paul &amp; his fellow shipbuilders join @JohannLamont, John Reid &amp; trade unionists at jobs rally on the Clyde #indyref http_",FALSE,0,NA,2014-09-15 11:59,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,127,TRUE,FALSE,NA,NA
71,RT @tonisword: First @UK_Together session of the day in Galashiels done! Raincoats ready for the next two! Í¾_Í±´Ù #indyref #NoThanks http://t._,FALSE,0,NA,2014-09-15 11:57,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,44,TRUE,FALSE,NA,NA
72,RT @C_Stihler_MEP: Campaigning in Inverkeithing this morning @UK_Together @scottishlabour @EuroLabour @ScotsFi #labourdoorstep #labourno ht_,FALSE,0,NA,2014-09-15 11:57,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,41,TRUE,FALSE,NA,NA
73,RT @LordMcConnell: Tullibody says #NoThanks http://t.co/TCtNaB2xDR,FALSE,0,NA,2014-09-15 11:56,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,55,TRUE,FALSE,NA,NA
74,RT @JohannLamont: Proud to join workers at the Clyde shipyards today highlighting the threat of Yes to Jobs. #indyref http://t.co/iHH9tMnozM,FALSE,0,NA,2014-09-15 10:50,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,484,TRUE,FALSE,NA,NA
75,"RT @rachellybee: Rain or shine (in this case rain), @UK_Together's Team Edinburgh West are out talking to voters. #nothanks #indyref http:/_",FALSE,0,NA,2014-09-15 10:35,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,33,TRUE,FALSE,NA,NA
76,"RT @KittyRaven2: Great crowd out to support Lord Reid, @JohannLamont &amp; all the shipyards workers saying #nothanks to separation http://t.co_",FALSE,0,NA,2014-09-15 10:35,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,76,TRUE,FALSE,NA,NA
77,PLEASE RT: It's great that David Beckham has joined our team... #indyref http://t.co/hFpNbvk6e4,FALSE,387,NA,2014-09-15 8:12,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,715,FALSE,FALSE,NA,NA
78,13 top Economists have written in the @Daily_Record about why voting Yes will hit us all in the pocket. http://t.co/nQ34XAV6pq #indyref,FALSE,64,NA,2014-09-15 8:10,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,150,FALSE,FALSE,NA,NA
79,RT @blairmcdougall: Cannot begin to express how proud I am of the volunteers out this weekend to say #nothanks. Just amazing. #indyref http_,FALSE,0,NA,2014-09-14 21:10,FALSE,NA,5.11E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UK_Together,292,TRUE,FALSE,NA,NA
80,The vast majority of young people are saying no thanks to limiting their opportunities on Thursday. #bbcindyref http://t.co/EpNNQqycJr,FALSE,215,NA,2014-09-14 19:58,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,367,FALSE,FALSE,NA,NA
81,"All of us want the best for Scotland, for our children and our grandchildren. #bbcindyref http://t.co/aREhqbZSTD",FALSE,147,NA,2014-09-14 19:56,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,218,FALSE,FALSE,NA,NA
82,The Nationalists like to quote Andy Burnham - here is what he really thinks #bbcindyref http://t.co/fGZuzZg2su,FALSE,92,NA,2014-09-14 19:53,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,250,FALSE,FALSE,NA,NA
83,Get the facts on the SNP's NHS lies #bbcindyref http://t.co/D2J7eSL12H,FALSE,36,NA,2014-09-14 19:51,FALSE,NA,5.11E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UK_Together,58,FALSE,FALSE,NA,NA
